,postalCode,typeProperty,subtypeProperty,price,typeSale,subtypeSale,BedroomsCount,area,hasFullyEquippedKitchen,kitchenType,isFurnished,fireplaceExists,hasTerrace,terraceSurface,hasGarden,gardenSurface,landSurface,facadeCount,hasSwimmingPool,buildingCondition
5687,1457,APARTMENT,APARTMENT,165000.0,FOR_SALE,BUY_REGULAR,1.0,47.0,0.0,SEMI_EQUIPPED,0,0,1,3.0,0,,0,2.0,0,GOOD
5688,4020,APARTMENT,APARTMENT,165000.0,FOR_SALE,BUY_REGULAR,2.0,69.0,0.0,USA_SEMI_EQUIPPED,0,0,1,,0,,0,2.0,0,TO_BE_DONE_UP
5689,6900,APARTMENT_GROUP,APARTMENT_GROUP,,FOR_SALE,BUY_REGULAR,,,,,0,0,0,,0,,0,,0,
5690,1400,APARTMENT,APARTMENT,168000.0,FOR_SALE,BUY_REGULAR,2.0,72.0,0.0,SEMI_EQUIPPED,0,0,1,15.0,0,,0,2.0,0,GOOD
5691,2260,APARTMENT_GROUP,APARTMENT_GROUP,,FOR_SALE,BUY_REGULAR,,,,,0,0,0,,0,,0,,0,
5692,1070,APARTMENT,APARTMENT,169000.0,FOR_SALE,BUY_REGULAR,1.0,61.0,0.0,INSTALLED,0,0,1,5.0,0,,0,2.0,0,TO_RENOVATE
5693,2400,APARTMENT_GROUP,APARTMENT_GROUP,,FOR_SALE,BUY_REGULAR,,,,,0,0,0,,0,,0,,0,
5694,9200,APARTMENT,PENTHOUSE,169000.0,FOR_SALE,BUY_REGULAR,1.0,65.0,0.0,SEMI_EQUIPPED,1,0,1,20.0,0,,0,3.0,0,GOOD
5695,9200,APARTMENT,APARTMENT,169000.0,FOR_SALE,BUY_REGULAR,1.0,65.0,0.0,SEMI_EQUIPPED,1,0,1,20.0,0,,0,3.0,0,GOOD
5696,1070,APARTMENT_GROUP,APARTMENT_GROUP,,FOR_SALE,BUY_REGULAR,,,,,0,0,0,,0,,0,,0,
5697,4682,APARTMENT_GROUP,APARTMENT_GROUP,,FOR_SALE,BUY_REGULAR,,,,,0,0,0,,0,,0,,0,
5698,7090,APARTMENT_GROUP,APARTMENT_GROUP,,FOR_SALE,BUY_REGULAR,,,,,0,0,0,,0,,0,,0,
5699,8530,APARTMENT_GROUP,APARTMENT_GROUP,,FOR_SALE,BUY_REGULAR,,,,,0,0,0,,0,,0,,0,
5700,1357,APARTMENT_GROUP,APARTMENT_GROUP,,FOR_SALE,BUY_REGULAR,,,,,0,0,0,,0,,0,,0,
5701,1731,APARTMENT_GROUP,APARTMENT_GROUP,,FOR_SALE,BUY_REGULAR,,,,,0,0,0,,0,,0,,0,
5702,7090,APARTMENT_GROUP,APARTMENT_GROUP,,FOR_SALE,BUY_REGULAR,,,,,0,0,0,,0,,0,,0,
5703,5310,APARTMENT_GROUP,APARTMENT_GROUP,,FOR_SALE,BUY_REGULAR,,,,,0,0,0,,0,,0,,0,
5704,1490,APARTMENT_GROUP,APARTMENT_GROUP,,FOR_SALE,BUY_REGULAR,,,,,0,0,0,,0,,0,,0,
5705,1703,APARTMENT_GROUP,APARTMENT_GROUP,,FOR_SALE,BUY_REGULAR,,,,,0,0,0,,0,,0,,0,
5706,1000,APARTMENT,APARTMENT,175000.0,FOR_SALE,BUY_REGULAR,2.0,61.0,0.0,SEMI_EQUIPPED,0,0,0,,0,,0,3.0,0,AS_NEW
5707,1000,APARTMENT,APARTMENT,175000.0,FOR_SALE,BUY_REGULAR,1.0,34.0,0.0,INSTALLED,1,0,1,1.0,0,,0,2.0,0,GOOD
5708,1070,APARTMENT_GROUP,APARTMENT_GROUP,,FOR_SALE,BUY_REGULAR,,,,,0,0,0,,0,,0,,0,
5709,1357,APARTMENT_GROUP,APARTMENT_GROUP,,FOR_SALE,BUY_REGULAR,,,,,0,0,0,,0,,0,,0,
5710,4317,APARTMENT,APARTMENT,175000.0,FOR_SALE,BUY_REGULAR,3.0,120.0,0.0,SEMI_EQUIPPED,0,0,1,,1,,0,3.0,0,GOOD
5711,4500,APARTMENT_GROUP,APARTMENT_GROUP,,FOR_SALE,BUY_REGULAR,,,,,0,0,0,,0,,0,,0,
5712,6840,APARTMENT_GROUP,APARTMENT_GROUP,,FOR_SALE,BUY_REGULAR,,,,,0,0,0,,0,,0,,0,
5713,1300,APARTMENT_GROUP,APARTMENT_GROUP,,FOR_SALE,BUY_REGULAR,,,,,0,0,0,,0,,0,,0,
5714,7000,APARTMENT_GROUP,APARTMENT_GROUP,,FOR_SALE,BUY_REGULAR,,,,,0,0,0,,0,,0,,0,
5715,4020,APARTMENT_GROUP,APARTMENT_GROUP,,FOR_SALE,BUY_REGULAR,,,,,0,0,0,,0,,0,,0,
5716,8791,APARTMENT_GROUP,APARTMENT_GROUP,,FOR_SALE,BUY_REGULAR,,,,,0,0,0,,0,,0,,0,
5717,1000,APARTMENT_GROUP,APARTMENT_GROUP,,FOR_SALE,BUY_REGULAR,,,,,0,0,0,,0,,0,,0,
5718,7020,APARTMENT_GROUP,APARTMENT_GROUP,,FOR_SALE,BUY_REGULAR,,,,,0,0,0,,0,,0,,0,
5719,1070,APARTMENT,APARTMENT,179000.0,FOR_SALE,BUY_REGULAR,1.0,68.0,0.0,USA_INSTALLED,0,0,1,12.0,1,500.0,0,2.0,0,AS_NEW
5720,6700,APARTMENT_GROUP,APARTMENT_GROUP,,FOR_SALE,BUY_REGULAR,,,,,0,0,0,,0,,0,,0,
5721,6880,APARTMENT_GROUP,APARTMENT_GROUP,,FOR_SALE,BUY_REGULAR,,,,,0,0,0,,0,,0,,0,
5722,8470,APARTMENT_GROUP,APARTMENT_GROUP,,FOR_SALE,BUY_REGULAR,,,,,0,0,0,,0,,0,,0,
5723,6840,APARTMENT_GROUP,APARTMENT_GROUP,,FOR_SALE,BUY_REGULAR,,,,,0,0,0,,0,,0,,0,
5724,9140,APARTMENT_GROUP,APARTMENT_GROUP,,FOR_SALE,BUY_REGULAR,,,,,0,0,0,,0,,0,,0,
5725,1950,APARTMENT,FLAT_STUDIO,180000.0,FOR_SALE,BUY_REGULAR,,40.0,0.0,SEMI_EQUIPPED,0,0,1,15.0,0,,0,2.0,0,TO_BE_DONE_UP
5726,6840,APARTMENT_GROUP,APARTMENT_GROUP,,FOR_SALE,BUY_REGULAR,,,,,0,0,0,,0,,0,,0,
5727,8370,APARTMENT,APARTMENT,180000.0,FOR_SALE,BUY_REGULAR,2.0,57.0,0.0,INSTALLED,1,0,0,,0,,0,2.0,0,GOOD
5728,8790,APARTMENT_GROUP,APARTMENT_GROUP,,FOR_SALE,BUY_REGULAR,,,,,0,0,0,,0,,0,,0,
5729,2660,APARTMENT_GROUP,APARTMENT_GROUP,,FOR_SALE,BUY_REGULAR,,,,,0,0,0,,0,,0,,0,
5730,4600,APARTMENT_GROUP,APARTMENT_GROUP,,FOR_SALE,BUY_REGULAR,,,,,0,0,0,,0,,0,,0,
5731,1030,APARTMENT,FLAT_STUDIO,185000.0,FOR_SALE,BUY_REGULAR,,53.0,0.0,HYPER_EQUIPPED,0,0,1,4.0,0,,0,2.0,0,AS_NEW
5732,1357,APARTMENT_GROUP,APARTMENT_GROUP,,FOR_SALE,BUY_REGULAR,,,,,0,0,0,,0,,0,,0,
5733,6820,APARTMENT_GROUP,APARTMENT_GROUP,,FOR_SALE,BUY_REGULAR,,,,,0,0,0,,0,,0,,0,
5734,8970,APARTMENT_GROUP,APARTMENT_GROUP,,FOR_SALE,BUY_REGULAR,,,,,0,0,0,,0,,0,,0,
5735,1435,APARTMENT_GROUP,APARTMENT_GROUP,,FOR_SALE,BUY_REGULAR,,,,,0,0,0,,0,,0,,0,
5736,1435,APARTMENT_GROUP,APARTMENT_GROUP,,FOR_SALE,BUY_REGULAR,,,,,0,0,0,,0,,0,,0,
5737,1435,APARTMENT_GROUP,APARTMENT_GROUP,,FOR_SALE,BUY_REGULAR,,,,,0,0,0,,0,,0,,0,
5738,6840,APARTMENT_GROUP,APARTMENT_GROUP,,FOR_SALE,BUY_REGULAR,,,,,0,0,0,,0,,0,,0,
5739,2100,APARTMENT,APARTMENT,187000.0,FOR_SALE,BUY_REGULAR,2.0,90.0,0.0,INSTALLED,0,0,1,4.0,0,,0,2.0,0,AS_NEW
5740,3190,APARTMENT_GROUP,APARTMENT_GROUP,,FOR_SALE,BUY_REGULAR,,,,,0,0,0,,0,,0,,0,
5741,2100,APARTMENT_GROUP,APARTMENT_GROUP,,FOR_SALE,BUY_REGULAR,,,,,0,0,0,,0,,0,,0,
5742,2620,APARTMENT,APARTMENT,189000.0,FOR_SALE,BUY_REGULAR,2.0,82.0,0.0,SEMI_EQUIPPED,0,0,1,6.0,0,,0,2.0,0,AS_NEW
5743,6600,APARTMENT_GROUP,APARTMENT_GROUP,,FOR_SALE,BUY_REGULAR,,,,,0,0,0,,0,,0,,0,
5744,9140,APARTMENT_GROUP,APARTMENT_GROUP,,FOR_SALE,BUY_REGULAR,,,,,0,0,0,,0,,0,,0,
5745,8790,APARTMENT_GROUP,APARTMENT_GROUP,,FOR_SALE,BUY_REGULAR,,,,,0,0,0,,0,,0,,0,
5746,2170,APARTMENT_GROUP,APARTMENT_GROUP,,FOR_SALE,BUY_REGULAR,,,,,0,0,0,,0,,0,,0,
5747,2830,APARTMENT_GROUP,APARTMENT_GROUP,,FOR_SALE,BUY_REGULAR,,,,,0,0,0,,0,,0,,0,
5748,2243,APARTMENT_GROUP,APARTMENT_GROUP,,FOR_SALE,BUY_REGULAR,,,,,0,0,0,,0,,0,,0,
5749,1420,APARTMENT_GROUP,APARTMENT_GROUP,,FOR_SALE,BUY_REGULAR,,,,,0,0,0,,0,,0,,0,
5750,1435,APARTMENT_GROUP,APARTMENT_GROUP,,FOR_SALE,BUY_REGULAR,,,,,0,0,0,,0,,0,,0,
5751,1020,APARTMENT,APARTMENT,195000.0,FOR_SALE,BUY_REGULAR,2.0,87.0,0.0,USA_HYPER_EQUIPPED,0,0,1,8.0,0,,0,2.0,0,GOOD
5752,1050,APARTMENT_GROUP,APARTMENT_GROUP,,FOR_SALE,BUY_REGULAR,,,,,0,0,0,,0,,0,,0,
5753,2300,APARTMENT_GROUP,APARTMENT_GROUP,,FOR_SALE,BUY_REGULAR,,,,,0,0,0,,0,,0,,0,
5754,4050,APARTMENT_GROUP,APARTMENT_GROUP,,FOR_SALE,BUY_REGULAR,,,,,0,0,0,,0,,0,,0,
5755,8900,APARTMENT_GROUP,APARTMENT_GROUP,,FOR_SALE,BUY_REGULAR,,,,,0,0,0,,0,,0,,0,
5756,1500,APARTMENT_GROUP,APARTMENT_GROUP,,FOR_SALE,BUY_REGULAR,,,,,0,0,0,,0,,0,,0,
5757,7000,APARTMENT_GROUP,APARTMENT_GROUP,,FOR_SALE,BUY_REGULAR,,,,,0,0,0,,0,,0,,0,
5758,1500,APARTMENT_GROUP,APARTMENT_GROUP,,FOR_SALE,BUY_REGULAR,,,,,0,0,0,,0,,0,,0,
5759,3720,APARTMENT_GROUP,APARTMENT_GROUP,,FOR_SALE,BUY_REGULAR,,,,,0,0,0,,0,,0,,0,
5760,1160,APARTMENT_GROUP,APARTMENT_GROUP,,FOR_SALE,BUY_REGULAR,,,,,0,0,0,,0,,0,,0,
5761,4032,APARTMENT_GROUP,APARTMENT_GROUP,,FOR_SALE,BUY_REGULAR,,,,,0,0,0,,0,,0,,0,
5762,4500,APARTMENT,APARTMENT,199000.0,FOR_SALE,BUY_REGULAR,3.0,135.0,0.0,INSTALLED,0,0,1,27.0,0,,0,4.0,0,TO_RENOVATE
5763,8370,APARTMENT_GROUP,APARTMENT_GROUP,,FOR_SALE,BUY_REGULAR,,,,,0,0,0,,0,,0,,0,
5764,8370,APARTMENT,DUPLEX,199000.0,FOR_SALE,BUY_REGULAR,2.0,87.0,0.0,INSTALLED,0,0,1,,0,,0,2.0,0,GOOD
5765,8600,APARTMENT_GROUP,APARTMENT_GROUP,,FOR_SALE,BUY_REGULAR,,,,,0,0,0,,0,,0,,0,
5766,8870,APARTMENT_GROUP,APARTMENT_GROUP,,FOR_SALE,BUY_REGULAR,,,,,0,0,0,,0,,0,,0,
5767,8870,APARTMENT_GROUP,APARTMENT_GROUP,,FOR_SALE,BUY_REGULAR,,,,,0,0,0,,0,,0,,0,
5768,8210,APARTMENT_GROUP,APARTMENT_GROUP,,FOR_SALE,BUY_REGULAR,,,,,0,0,0,,0,,0,,0,
5769,8870,APARTMENT_GROUP,APARTMENT_GROUP,,FOR_SALE,BUY_REGULAR,,,,,0,0,0,,0,,0,,0,
5770,9600,APARTMENT_GROUP,APARTMENT_GROUP,,FOR_SALE,BUY_REGULAR,,,,,0,0,0,,0,,0,,0,
5771,1030,APARTMENT_GROUP,APARTMENT_GROUP,,FOR_SALE,BUY_REGULAR,,,,,0,0,0,,0,,0,,0,
5772,1082,APARTMENT,APARTMENT,200000.0,FOR_SALE,BUY_REGULAR,1.0,70.0,0.0,HYPER_EQUIPPED,0,0,1,10.0,0,,0,2.0,0,AS_NEW
5773,1180,APARTMENT,APARTMENT,200000.0,FOR_SALE,BUY_REGULAR,1.0,59.0,0.0,INSTALLED,0,0,0,,0,,0,2.0,0,GOOD
5774,2250,APARTMENT_GROUP,APARTMENT_GROUP,,FOR_SALE,BUY_REGULAR,,,,,0,0,0,,0,,0,,0,
5775,2200,APARTMENT_GROUP,APARTMENT_GROUP,,FOR_SALE,BUY_REGULAR,,,,,0,0,0,,0,,0,,0,
5776,8530,APARTMENT_GROUP,APARTMENT_GROUP,,FOR_SALE,BUY_REGULAR,,,,,0,0,0,,0,,0,,0,
5777,1400,APARTMENT,APARTMENT,205000.0,FOR_SALE,BUY_REGULAR,1.0,65.0,0.0,INSTALLED,0,0,1,5.0,0,,0,2.0,0,GOOD
5778,1000,APARTMENT_GROUP,APARTMENT_GROUP,,FOR_SALE,BUY_REGULAR,,,,,0,0,0,,0,,0,,0,
5779,2570,APARTMENT_GROUP,APARTMENT_GROUP,,FOR_SALE,BUY_REGULAR,,,,,0,0,0,,0,,0,,0,
5780,8370,APARTMENT_GROUP,APARTMENT_GROUP,,FOR_SALE,BUY_REGULAR,,,,,0,0,0,,0,,0,,0,
5781,8930,APARTMENT,PENTHOUSE,209000.0,FOR_SALE,BUY_REGULAR,2.0,90.0,0.0,INSTALLED,0,0,1,110.0,0,,0,3.0,0,AS_NEW
5782,1120,APARTMENT,APARTMENT,210000.0,FOR_SALE,BUY_REGULAR,2.0,77.0,0.0,INSTALLED,0,0,0,,0,,0,3.0,0,GOOD
5783,1140,APARTMENT,APARTMENT,210000.0,FOR_SALE,BUY_REGULAR,2.0,85.0,0.0,USA_HYPER_EQUIPPED,0,0,1,7.0,0,,0,,0,TO_BE_DONE_UP
5784,1180,APARTMENT_GROUP,APARTMENT_GROUP,,FOR_SALE,BUY_REGULAR,,,,,0,0,0,,0,,0,,0,
5785,1190,APARTMENT,APARTMENT,210000.0,FOR_SALE,BUY_REGULAR,1.0,62.0,0.0,USA_HYPER_EQUIPPED,0,0,0,,1,1000.0,0,2.0,0,GOOD
5786,2100,APARTMENT,APARTMENT,210000.0,FOR_SALE,BUY_REGULAR,2.0,73.0,0.0,INSTALLED,0,0,0,,0,,0,2.0,0,GOOD
5787,9600,APARTMENT,APARTMENT,210000.0,FOR_SALE,BUY_REGULAR,2.0,96.0,0.0,INSTALLED,0,0,1,4.0,0,,0,2.0,0,AS_NEW
5788,2550,APARTMENT_GROUP,APARTMENT_GROUP,,FOR_SALE,BUY_REGULAR,,,,,0,0,0,,0,,0,,0,
5789,4000,APARTMENT,APARTMENT,212500.0,FOR_SALE,BUY_REGULAR,2.0,95.0,0.0,INSTALLED,0,0,1,4.0,0,,0,3.0,0,JUST_RENOVATED
5790,9220,APARTMENT_GROUP,APARTMENT_GROUP,,FOR_SALE,BUY_REGULAR,,,,,0,0,0,,0,,0,,0,
5791,8210,APARTMENT_GROUP,APARTMENT_GROUP,,FOR_SALE,BUY_REGULAR,,,,,0,0,0,,0,,0,,0,
5792,9400,APARTMENT_GROUP,APARTMENT_GROUP,,FOR_SALE,BUY_REGULAR,,,,,0,0,0,,0,,0,,0,
5793,2830,APARTMENT_GROUP,APARTMENT_GROUP,,FOR_SALE,BUY_REGULAR,,,,,0,0,0,,0,,0,,0,
5794,1090,APARTMENT,APARTMENT,215000.0,FOR_SALE,BUY_REGULAR,2.0,91.0,0.0,SEMI_EQUIPPED,0,0,1,2.0,0,,0,,0,GOOD
5795,2275,APARTMENT_GROUP,APARTMENT_GROUP,,FOR_SALE,BUY_REGULAR,,,,,0,0,0,,0,,0,,0,
5796,8000,APARTMENT_GROUP,APARTMENT_GROUP,,FOR_SALE,BUY_REGULAR,,,,,0,0,0,,0,,0,,0,
5797,8790,APARTMENT_GROUP,APARTMENT_GROUP,,FOR_SALE,BUY_REGULAR,,,,,0,0,0,,0,,0,,0,
5798,8790,APARTMENT_GROUP,APARTMENT_GROUP,,FOR_SALE,BUY_REGULAR,,,,,0,0,0,,0,,0,,0,
5799,9300,APARTMENT_GROUP,APARTMENT_GROUP,,FOR_SALE,BUY_REGULAR,,,,,0,0,0,,0,,0,,0,
5800,8800,APARTMENT_GROUP,APARTMENT_GROUP,,FOR_SALE,BUY_REGULAR,,,,,0,0,0,,0,,0,,0,
5801,1300,APARTMENT_GROUP,APARTMENT_GROUP,,FOR_SALE,BUY_REGULAR,,,,,0,0,0,,0,,0,,0,
5802,1800,APARTMENT,APARTMENT,219000.0,FOR_SALE,BUY_REGULAR,2.0,90.0,0.0,USA_INSTALLED,0,0,1,5.0,0,,0,2.0,0,JUST_RENOVATED
5803,2018,APARTMENT_GROUP,APARTMENT_GROUP,,FOR_SALE,BUY_REGULAR,,,,,0,0,0,,0,,0,,0,
5804,2200,APARTMENT_GROUP,APARTMENT_GROUP,,FOR_SALE,BUY_REGULAR,,,,,0,0,0,,0,,0,,0,
5805,2830,APARTMENT_GROUP,APARTMENT_GROUP,,FOR_SALE,BUY_REGULAR,,,,,0,0,0,,0,,0,,0,
5806,3001,APARTMENT,APARTMENT,219000.0,FOR_SALE,BUY_REGULAR,2.0,70.0,0.0,SEMI_EQUIPPED,0,0,1,4.0,0,,0,,0,TO_BE_DONE_UP
5807,8434,APARTMENT_GROUP,APARTMENT_GROUP,,FOR_SALE,BUY_REGULAR,,,,,0,0,0,,0,,0,,0,
5808,8610,APARTMENT_GROUP,APARTMENT_GROUP,,FOR_SALE,BUY_REGULAR,,,,,0,0,0,,0,,0,,0,
5809,1315,APARTMENT_GROUP,APARTMENT_GROUP,,FOR_SALE,BUY_REGULAR,,,,,0,0,0,,0,,0,,0,
5810,8530,APARTMENT_GROUP,APARTMENT_GROUP,,FOR_SALE,BUY_REGULAR,,,,,0,0,0,,0,,0,,0,
5811,1500,APARTMENT_GROUP,APARTMENT_GROUP,,FOR_SALE,BUY_REGULAR,,,,,0,0,0,,0,,0,,0,
5812,1000,APARTMENT_GROUP,APARTMENT_GROUP,,FOR_SALE,BUY_REGULAR,,,,,0,0,0,,0,,0,,0,
5813,1030,APARTMENT,APARTMENT,220000.0,FOR_SALE,BUY_REGULAR,1.0,75.0,0.0,HYPER_EQUIPPED,1,0,1,,0,,0,2.0,0,AS_NEW
5814,1140,APARTMENT_GROUP,APARTMENT_GROUP,,FOR_SALE,BUY_REGULAR,,,,,0,0,0,,0,,0,,0,
5815,2300,APARTMENT_GROUP,APARTMENT_GROUP,,FOR_SALE,BUY_REGULAR,,,,,0,0,0,,0,,0,,0,
5816,6700,APARTMENT,APARTMENT,220000.0,FOR_SALE,BUY_REGULAR,2.0,70.0,0.0,INSTALLED,0,0,0,,0,,0,3.0,0,GOOD
5817,9800,APARTMENT_GROUP,APARTMENT_GROUP,,FOR_SALE,BUY_REGULAR,,,,,0,0,0,,0,,0,,0,
5818,9890,APARTMENT_GROUP,APARTMENT_GROUP,,FOR_SALE,BUY_REGULAR,,,,,0,0,0,,0,,0,,0,
5819,8860,APARTMENT_GROUP,APARTMENT_GROUP,,FOR_SALE,BUY_REGULAR,,,,,0,0,0,,0,,0,,0,
5820,9120,APARTMENT_GROUP,APARTMENT_GROUP,,FOR_SALE,BUY_REGULAR,,,,,0,0,0,,0,,0,,0,
5821,8370,APARTMENT,APARTMENT,223000.0,FOR_SALE,BUY_REGULAR,2.0,68.0,0.0,INSTALLED,1,0,1,2.0,0,,0,2.0,0,AS_NEW
5822,1140,APARTMENT,APARTMENT,224000.0,FOR_SALE,BUY_REGULAR,1.0,64.0,0.0,SEMI_EQUIPPED,0,0,1,10.0,0,,0,,0,GOOD
5823,1080,APARTMENT,APARTMENT,225000.0,FOR_SALE,BUY_REGULAR,2.0,92.0,0.0,INSTALLED,0,0,1,,0,,0,2.0,0,JUST_RENOVATED
5824,1140,APARTMENT,APARTMENT,225000.0,FOR_SALE,BUY_REGULAR,2.0,58.0,0.0,HYPER_EQUIPPED,0,0,0,,0,,0,2.0,0,JUST_RENOVATED
5825,1831,APARTMENT,APARTMENT,225000.0,FOR_SALE,BUY_REGULAR,1.0,86.0,0.0,INSTALLED,0,0,1,7.0,0,,0,,0,AS_NEW
5826,1930,APARTMENT,APARTMENT,225000.0,FOR_SALE,BUY_REGULAR,2.0,89.0,0.0,INSTALLED,0,0,1,8.0,0,,0,2.0,0,GOOD
5827,7850,APARTMENT_GROUP,APARTMENT_GROUP,,FOR_SALE,BUY_REGULAR,,,,,0,0,0,,0,,0,,0,
5828,8790,APARTMENT_GROUP,APARTMENT_GROUP,,FOR_SALE,BUY_REGULAR,,,,,0,0,0,,0,,0,,0,
5829,9820,APARTMENT_GROUP,APARTMENT_GROUP,,FOR_SALE,BUY_REGULAR,,,,,0,0,0,,0,,0,,0,
5830,9190,APARTMENT_GROUP,APARTMENT_GROUP,,FOR_SALE,BUY_REGULAR,,,,,0,0,0,,0,,0,,0,
5831,2950,APARTMENT_GROUP,APARTMENT_GROUP,,FOR_SALE,BUY_REGULAR,,,,,0,0,0,,0,,0,,0,
5832,1040,APARTMENT,APARTMENT,229000.0,FOR_SALE,BUY_REGULAR,1.0,52.0,0.0,USA_INSTALLED,1,0,1,4.0,0,,0,2.0,0,AS_NEW
5833,7000,APARTMENT_GROUP,APARTMENT_GROUP,,FOR_SALE,BUY_REGULAR,,,,,0,0,0,,0,,0,,0,
5834,1702,APARTMENT_GROUP,APARTMENT_GROUP,,FOR_SALE,BUY_REGULAR,,,,,0,0,0,,0,,0,,0,
5835,1160,APARTMENT,APARTMENT,230000.0,FOR_SALE,BUY_REGULAR,2.0,78.0,0.0,SEMI_EQUIPPED,0,0,1,15.0,0,,0,,0,TO_RENOVATE
5836,1200,APARTMENT,APARTMENT,230000.0,FOR_SALE,BUY_REGULAR,2.0,84.0,0.0,NOT_INSTALLED,0,0,1,18.0,0,,0,4.0,0,TO_RENOVATE
5837,1850,APARTMENT_GROUP,APARTMENT_GROUP,,FOR_SALE,BUY_REGULAR,,,,,0,0,0,,0,,0,,0,
5838,1851,APARTMENT_GROUP,APARTMENT_GROUP,,FOR_SALE,BUY_REGULAR,,,,,0,0,0,,0,,0,,0,
5839,1180,APARTMENT_GROUP,APARTMENT_GROUP,,FOR_SALE,BUY_REGULAR,,,,,0,0,0,,0,,0,,0,
5840,6600,APARTMENT_GROUP,APARTMENT_GROUP,,FOR_SALE,BUY_REGULAR,,,,,0,0,0,,0,,0,,0,
5841,9300,APARTMENT_GROUP,APARTMENT_GROUP,,FOR_SALE,BUY_REGULAR,,,,,0,0,0,,0,,0,,0,
5842,1180,APARTMENT,APARTMENT,235000.0,FOR_SALE,BUY_REGULAR,1.0,60.0,0.0,HYPER_EQUIPPED,0,0,1,3.0,0,,0,3.0,0,JUST_RENOVATED
5843,1348,APARTMENT_GROUP,APARTMENT_GROUP,,FOR_SALE,BUY_REGULAR,,,,,0,0,0,,0,,0,,0,
5844,1348,APARTMENT_GROUP,APARTMENT_GROUP,,FOR_SALE,BUY_REGULAR,,,,,0,0,0,,0,,0,,0,
5845,1500,APARTMENT_GROUP,APARTMENT_GROUP,,FOR_SALE,BUY_REGULAR,,,,,0,0,0,,0,,0,,0,
5846,1840,APARTMENT_GROUP,APARTMENT_GROUP,,FOR_SALE,BUY_REGULAR,,,,,0,0,0,,0,,0,,0,
5847,1851,APARTMENT_GROUP,APARTMENT_GROUP,,FOR_SALE,BUY_REGULAR,,,,,0,0,0,,0,,0,,0,
5848,8000,APARTMENT_GROUP,APARTMENT_GROUP,,FOR_SALE,BUY_REGULAR,,,,,0,0,0,,0,,0,,0,
5849,1190,APARTMENT_GROUP,APARTMENT_GROUP,,FOR_SALE,BUY_REGULAR,,,,,0,0,0,,0,,0,,0,
5850,1120,APARTMENT_GROUP,APARTMENT_GROUP,,FOR_SALE,BUY_REGULAR,,,,,0,0,0,,0,,0,,0,
5851,2830,APARTMENT_GROUP,APARTMENT_GROUP,,FOR_SALE,BUY_REGULAR,,,,,0,0,0,,0,,0,,0,
5852,1030,APARTMENT,APARTMENT,239000.0,FOR_SALE,BUY_REGULAR,2.0,59.0,0.0,USA_HYPER_EQUIPPED,1,0,1,5.0,0,,0,2.0,0,GOOD
5853,1070,APARTMENT,APARTMENT,239000.0,FOR_SALE,BUY_REGULAR,2.0,79.0,0.0,USA_INSTALLED,0,0,1,12.0,1,500.0,0,2.0,0,AS_NEW
5854,1500,APARTMENT_GROUP,APARTMENT_GROUP,,FOR_SALE,BUY_REGULAR,,,,,0,0,0,,0,,0,,0,
5855,1700,APARTMENT,DUPLEX,239000.0,FOR_SALE,BUY_REGULAR,1.0,78.0,0.0,INSTALLED,0,0,0,,0,,0,2.0,0,GOOD
5856,8370,APARTMENT_GROUP,APARTMENT_GROUP,,FOR_SALE,BUY_REGULAR,,,,,0,0,0,,0,,0,,0,
5857,8470,APARTMENT_GROUP,APARTMENT_GROUP,,FOR_SALE,BUY_REGULAR,,,,,0,0,0,,0,,0,,0,
5858,1501,APARTMENT_GROUP,APARTMENT_GROUP,,FOR_SALE,BUY_REGULAR,,,,,0,0,0,,0,,0,,0,
5859,1050,APARTMENT,FLAT_STUDIO,240000.0,FOR_SALE,BUY_REGULAR,,35.0,0.0,HYPER_EQUIPPED,0,0,0,,0,,0,,0,AS_NEW
5860,1500,APARTMENT_GROUP,APARTMENT_GROUP,,FOR_SALE,BUY_REGULAR,,,,,0,0,0,,0,,0,,0,
5861,2260,APARTMENT_GROUP,APARTMENT_GROUP,,FOR_SALE,BUY_REGULAR,,,,,0,0,0,,0,,0,,0,
5862,2440,APARTMENT_GROUP,APARTMENT_GROUP,,FOR_SALE,BUY_REGULAR,,,,,0,0,0,,0,,0,,0,
5863,3118,APARTMENT_GROUP,APARTMENT_GROUP,,FOR_SALE,BUY_REGULAR,,,,,0,0,0,,0,,0,,0,
5864,6700,APARTMENT,APARTMENT,240000.0,FOR_SALE,BUY_REGULAR,2.0,102.0,0.0,INSTALLED,0,0,0,,0,,0,4.0,0,GOOD
5865,8870,APARTMENT_GROUP,APARTMENT_GROUP,,FOR_SALE,BUY_REGULAR,,,,,0,0,0,,0,,0,,0,
5866,4300,APARTMENT_GROUP,APARTMENT_GROUP,,FOR_SALE,BUY_REGULAR,,,,,0,0,0,,0,,0,,0,
5867,2940,APARTMENT_GROUP,APARTMENT_GROUP,,FOR_SALE,BUY_REGULAR,,,,,0,0,0,,0,,0,,0,
5868,2260,APARTMENT_GROUP,APARTMENT_GROUP,,FOR_SALE,BUY_REGULAR,,,,,0,0,0,,0,,0,,0,
5869,1030,APARTMENT_GROUP,APARTMENT_GROUP,,FOR_SALE,BUY_REGULAR,,,,,0,0,0,,0,,0,,0,
5870,1140,APARTMENT,APARTMENT,245000.0,FOR_SALE,BUY_REGULAR,1.0,60.0,0.0,USA_HYPER_EQUIPPED,1,0,1,6.0,0,,0,2.0,0,AS_NEW
