,postalCode,typeProperty,subtypeProperty,price,typeSale,subtypeSale,BedroomsCount,area,hasFullyEquippedKitchen,kitchenType,isFurnished,fireplaceExists,hasTerrace,terraceSurface,hasGarden,gardenSurface,landSurface,facadeCount,hasSwimmingPool,buildingCondition
1852,4620,HOUSE,HOUSE,279500.0,FOR_SALE,BUY_REGULAR,4.0,117.0,0.0,NOT_INSTALLED,0,0,0,,1,308.0,164,3.0,0,
1853,2850,HOUSE,HOUSE,283000.0,FOR_SALE,BUY_REGULAR,3.0,123.0,0.0,INSTALLED,0,0,1,,0,,170,2.0,0,GOOD
1854,9190,HOUSE,HOUSE,290000.0,FOR_SALE,BUY_REGULAR,3.0,185.0,0.0,INSTALLED,0,0,0,,0,,150,3.0,0,
1855,4620,HOUSE,HOUSE,294500.0,FOR_SALE,BUY_REGULAR,4.0,117.0,0.0,NOT_INSTALLED,0,0,0,,1,183.0,350,3.0,0,
1856,4040,HOUSE,APARTMENT_BLOCK,299000.0,FOR_SALE,BUY_REGULAR,7.0,232.0,,,0,0,0,,0,,779,2.0,0,
1857,4040,HOUSE,HOUSE,299000.0,FOR_SALE,BUY_REGULAR,5.0,222.0,,,0,0,1,50.0,1,180.0,516,3.0,0,GOOD
1858,3018,HOUSE,HOUSE,315000.0,FOR_SALE,BUY_REGULAR,3.0,101.0,,,0,0,1,42.0,0,,139,2.0,0,JUST_RENOVATED
1859,1180,HOUSE,HOUSE,320000.0,FOR_SALE,BUY_REGULAR,3.0,145.0,,,0,0,0,,0,,342,2.0,0,TO_RENOVATE
1860,8550,HOUSE,HOUSE,325000.0,FOR_SALE,BUY_REGULAR,3.0,160.0,0.0,INSTALLED,0,0,0,,0,,389,3.0,0,GOOD
1861,8870,HOUSE,MIXED_USE_BUILDING,325000.0,FOR_SALE,BUY_REGULAR,3.0,236.0,,,0,0,0,,1,,0,3.0,0,JUST_RENOVATED
1862,6700,HOUSE,HOUSE,340000.0,FOR_SALE,BUY_REGULAR,3.0,168.0,0.0,INSTALLED,0,0,1,,1,,180,2.0,0,GOOD
1863,9820,HOUSE,HOUSE,370000.0,FOR_SALE,BUY_REGULAR,4.0,166.0,0.0,SEMI_EQUIPPED,0,0,0,,1,,600,3.0,0,TO_RENOVATE
1864,5070,HOUSE,HOUSE,390000.0,FOR_SALE,BUY_REGULAR,5.0,,0.0,SEMI_EQUIPPED,0,1,0,,1,,1950,4.0,0,GOOD
1865,6500,HOUSE,HOUSE,390000.0,FOR_SALE,BUY_REGULAR,6.0,331.0,0.0,NOT_INSTALLED,0,0,0,,1,,1155,4.0,0,
1866,3040,HOUSE,VILLA,398000.0,FOR_SALE,BUY_REGULAR,3.0,120.0,0.0,USA_INSTALLED,0,0,1,,0,,410,4.0,0,GOOD
1867,7712,HOUSE,HOUSE,399000.0,FOR_SALE,BUY_REGULAR,5.0,180.0,0.0,INSTALLED,0,1,1,80.0,1,1762.0,2326,4.0,0,JUST_RENOVATED
1868,6780,HOUSE,MIXED_USE_BUILDING,410000.0,FOR_SALE,BUY_REGULAR,3.0,281.0,0.0,INSTALLED,0,0,0,,0,,282,3.0,0,GOOD
1869,6780,HOUSE,HOUSE,410000.0,FOR_SALE,BUY_REGULAR,3.0,281.0,0.0,INSTALLED,0,0,0,,0,,282,3.0,0,GOOD
1870,6780,HOUSE,APARTMENT_BLOCK,410000.0,FOR_SALE,BUY_REGULAR,3.0,281.0,0.0,INSTALLED,0,0,0,,0,,282,3.0,0,GOOD
1871,8790,HOUSE,HOUSE,410000.0,FOR_SALE,BUY_REGULAR,3.0,167.0,0.0,INSTALLED,0,0,1,,0,,260,3.0,0,AS_NEW
1872,1933,HOUSE,HOUSE,419000.0,FOR_SALE,BUY_REGULAR,2.0,120.0,0.0,NOT_INSTALLED,0,0,1,,1,350.0,576,4.0,0,TO_RENOVATE
1873,1933,HOUSE,VILLA,419000.0,FOR_SALE,BUY_REGULAR,2.0,130.0,0.0,INSTALLED,0,0,0,,1,350.0,550,4.0,1,TO_BE_DONE_UP
1874,1050,HOUSE,MIXED_USE_BUILDING,420000.0,FOR_SALE,BUY_REGULAR,3.0,100.0,0.0,USA_HYPER_EQUIPPED,0,0,0,,0,,45,3.0,0,GOOD
1875,1435,HOUSE,VILLA,425000.0,FOR_SALE,BUY_REGULAR,5.0,156.0,0.0,INSTALLED,0,0,1,,0,,761,4.0,0,GOOD
1876,6740,HOUSE,HOUSE,450000.0,FOR_SALE,BUY_REGULAR,6.0,328.0,0.0,INSTALLED,0,0,0,,1,,1847,2.0,0,GOOD
1877,1083,HOUSE,HOUSE,460000.0,FOR_SALE,BUY_REGULAR,2.0,190.0,0.0,INSTALLED,0,0,1,15.0,1,30.0,125,4.0,0,AS_NEW
1878,1083,HOUSE,HOUSE,460000.0,FOR_SALE,BUY_REGULAR,2.0,190.0,0.0,INSTALLED,0,0,1,15.0,1,31.0,125,4.0,0,AS_NEW
1879,2830,HOUSE,HOUSE,475000.0,FOR_SALE,BUY_REGULAR,4.0,190.0,,,0,0,1,,1,,2790,4.0,0,TO_RENOVATE
1880,1300,HOUSE,VILLA,495000.0,FOR_SALE,BUY_REGULAR,4.0,262.0,0.0,SEMI_EQUIPPED,0,0,1,,1,700.0,1240,4.0,0,TO_BE_DONE_UP
1881,9600,HOUSE,MIXED_USE_BUILDING,498000.0,FOR_SALE,BUY_REGULAR,1.0,240.0,0.0,INSTALLED,0,0,1,,0,,2311,4.0,0,GOOD
1882,9600,HOUSE,COUNTRY_COTTAGE,498000.0,FOR_SALE,BUY_REGULAR,1.0,240.0,0.0,INSTALLED,0,0,1,,0,,2311,4.0,0,GOOD
1883,9000,HOUSE,HOUSE,537000.0,FOR_SALE,BUY_REGULAR,3.0,224.0,0.0,INSTALLED,0,0,0,,0,,83,2.0,0,GOOD
1884,2800,HOUSE,HOUSE,575000.0,FOR_SALE,BUY_REGULAR,2.0,637.0,0.0,INSTALLED,0,0,1,24.0,0,,370,,0,GOOD
1885,2800,HOUSE,APARTMENT_BLOCK,575000.0,FOR_SALE,BUY_REGULAR,2.0,637.0,0.0,INSTALLED,0,0,1,24.0,0,,370,,0,GOOD
1886,9070,HOUSE,MIXED_USE_BUILDING,614000.0,FOR_SALE,BUY_REGULAR,3.0,260.0,0.0,INSTALLED,0,0,0,,1,,300,,0,AS_NEW
1887,6790,HOUSE,HOUSE,615000.0,FOR_SALE,BUY_REGULAR,4.0,398.0,0.0,INSTALLED,0,0,0,,1,,1740,4.0,0,GOOD
1888,9831,HOUSE,COUNTRY_COTTAGE,630000.0,FOR_SALE,BUY_REGULAR,2.0,175.0,0.0,INSTALLED,0,0,0,,0,,1073,4.0,0,JUST_RENOVATED
1889,6700,HOUSE,HOUSE,685000.0,FOR_SALE,BUY_REGULAR,4.0,370.0,0.0,INSTALLED,0,0,1,91.0,0,,790,2.0,0,GOOD
1890,6700,HOUSE,APARTMENT_BLOCK,685000.0,FOR_SALE,BUY_REGULAR,4.0,370.0,0.0,INSTALLED,0,0,1,91.0,0,,790,2.0,0,GOOD
1891,6700,HOUSE,MIXED_USE_BUILDING,685000.0,FOR_SALE,BUY_REGULAR,4.0,370.0,0.0,INSTALLED,0,0,1,91.0,0,,790,2.0,0,GOOD
1892,8870,HOUSE,VILLA,725000.0,FOR_SALE,BUY_REGULAR,7.0,436.0,,,0,0,0,,1,,1980,4.0,0,
1893,8860,HOUSE,VILLA,735000.0,FOR_SALE,BUY_REGULAR,3.0,275.0,,,0,0,0,,1,,2121,4.0,0,
1894,3080,HOUSE,VILLA,745000.0,FOR_SALE,BUY_REGULAR,5.0,210.0,0.0,HYPER_EQUIPPED,0,0,1,30.0,1,500.0,700,4.0,0,TO_BE_DONE_UP
1895,1330,HOUSE,VILLA,749000.0,FOR_SALE,BUY_REGULAR,9.0,420.0,0.0,SEMI_EQUIPPED,0,0,1,,0,,1296,4.0,0,GOOD
1896,8850,HOUSE,HOUSE,749000.0,FOR_SALE,BUY_REGULAR,5.0,589.0,,,0,0,0,,1,,929,2.0,0,
1897,8850,HOUSE,MIXED_USE_BUILDING,749000.0,FOR_SALE,BUY_REGULAR,5.0,589.0,,,0,0,0,,1,,929,2.0,0,
1898,1000,HOUSE,HOUSE,775000.0,FOR_SALE,BUY_REGULAR,5.0,264.0,0.0,HYPER_EQUIPPED,0,0,1,20.0,1,20.0,98,2.0,0,GOOD
1899,1700,HOUSE,EXCEPTIONAL_PROPERTY,839000.0,FOR_SALE,BUY_REGULAR,5.0,,0.0,INSTALLED,0,0,1,,0,,6234,4.0,0,TO_BE_DONE_UP
1900,1180,HOUSE,MIXED_USE_BUILDING,895000.0,FOR_SALE,BUY_REGULAR,3.0,374.0,0.0,INSTALLED,0,0,1,70.0,0,,170,3.0,0,TO_RENOVATE
1901,1380,HOUSE,EXCEPTIONAL_PROPERTY,895000.0,FOR_SALE,BUY_REGULAR,5.0,325.0,0.0,INSTALLED,0,0,1,40.0,0,,4780,4.0,1,TO_BE_DONE_UP
1902,8380,HOUSE,MANOR_HOUSE,895000.0,FOR_SALE,BUY_REGULAR,3.0,203.0,0.0,HYPER_EQUIPPED,0,0,1,50.0,1,2440.0,2724,4.0,0,AS_NEW
1903,8300,HOUSE,HOUSE,920000.0,FOR_SALE,BUY_REGULAR,4.0,164.0,0.0,USA_HYPER_EQUIPPED,0,0,1,,0,,0,2.0,0,AS_NEW
1904,1180,HOUSE,HOUSE,975000.0,FOR_SALE,BUY_REGULAR,5.0,300.0,0.0,INSTALLED,0,0,1,,1,300.0,760,4.0,0,TO_RENOVATE
1905,1050,HOUSE,HOUSE,1170000.0,FOR_SALE,BUY_REGULAR,5.0,350.0,0.0,HYPER_EQUIPPED,0,0,1,20.0,0,,140,2.0,0,GOOD
1906,8000,HOUSE,MANSION,1195000.0,FOR_SALE,BUY_REGULAR,3.0,333.0,0.0,USA_INSTALLED,0,0,1,,0,,140,4.0,0,AS_NEW
1907,1180,HOUSE,VILLA,1200000.0,FOR_SALE,BUY_REGULAR,5.0,400.0,0.0,USA_HYPER_EQUIPPED,0,0,1,54.0,0,,2500,4.0,0,TO_RENOVATE
1908,1560,HOUSE,HOUSE,1288000.0,FOR_SALE,BUY_REGULAR,4.0,390.0,0.0,HYPER_EQUIPPED,0,0,1,25.0,1,1800.0,2500,4.0,0,GOOD
1909,1090,HOUSE,VILLA,1350000.0,FOR_SALE,BUY_REGULAR,10.0,850.0,0.0,INSTALLED,0,0,1,,1,2000.0,24000,4.0,1,TO_RENOVATE
1910,1180,HOUSE,HOUSE,1400000.0,FOR_SALE,BUY_REGULAR,6.0,410.0,0.0,HYPER_EQUIPPED,0,0,1,40.0,0,,1120,4.0,0,TO_BE_DONE_UP
1911,1390,HOUSE,HOUSE,1650000.0,FOR_SALE,BUY_REGULAR,4.0,660.0,,,0,0,1,,1,51.0,5857,4.0,1,TO_BE_DONE_UP
1912,1150,HOUSE,HOUSE,1897500.0,FOR_SALE,BUY_REGULAR,7.0,475.0,0.0,INSTALLED,0,0,1,,1,200.0,1195,4.0,0,TO_BE_DONE_UP
1913,1180,HOUSE,HOUSE,2200000.0,FOR_SALE,BUY_REGULAR,6.0,588.0,0.0,INSTALLED,0,0,1,,1,1000.0,1300,4.0,0,TO_RENOVATE
1914,1180,HOUSE,VILLA,2200000.0,FOR_SALE,BUY_REGULAR,5.0,588.0,,,0,0,1,,0,,1300,4.0,0,TO_BE_DONE_UP
1915,1180,HOUSE,VILLA,2350000.0,FOR_SALE,BUY_REGULAR,5.0,310.0,0.0,HYPER_EQUIPPED,0,0,1,,1,1300.0,2285,4.0,0,AS_NEW
1916,1180,HOUSE,VILLA,2495000.0,FOR_SALE,BUY_REGULAR,5.0,400.0,0.0,HYPER_EQUIPPED,0,0,1,14.0,1,1600.0,1600,4.0,0,AS_NEW
1917,1180,HOUSE,HOUSE,2495000.0,FOR_SALE,BUY_REGULAR,4.0,450.0,0.0,HYPER_EQUIPPED,0,0,1,,1,750.0,1050,4.0,0,AS_NEW
1918,1970,HOUSE,VILLA,2750000.0,FOR_SALE,BUY_REGULAR,7.0,475.0,0.0,INSTALLED,0,0,1,,1,7700.0,7925,4.0,0,GOOD
1919,1640,HOUSE,VILLA,2800000.0,FOR_SALE,BUY_REGULAR,6.0,530.0,0.0,INSTALLED,0,0,1,60.0,1,1900.0,2552,4.0,0,AS_NEW
1920,1180,HOUSE,HOUSE,2950000.0,FOR_SALE,BUY_REGULAR,5.0,750.0,0.0,INSTALLED,0,0,1,,1,2000.0,2630,3.0,0,GOOD
1921,1380,HOUSE,HOUSE,3350000.0,FOR_SALE,BUY_REGULAR,7.0,850.0,0.0,HYPER_EQUIPPED,0,0,1,100.0,1,40000.0,48000,4.0,1,GOOD
1922,1050,HOUSE,MANSION,4250000.0,FOR_SALE,BUY_REGULAR,16.0,1200.0,,,0,0,1,30.0,0,,700,2.0,0,AS_NEW
1923,1190,HOUSE,EXCEPTIONAL_PROPERTY,4950000.0,FOR_SALE,BUY_REGULAR,6.0,800.0,0.0,HYPER_EQUIPPED,0,0,1,100.0,0,,4895,4.0,1,AS_NEW
1924,6238,HOUSE,HOUSE,249900.0,FOR_SALE,BUY_REGULAR,2.0,169.0,0.0,INSTALLED,0,0,1,30.0,1,900.0,1160,4.0,0,TO_BE_DONE_UP
1925,9620,HOUSE,MIXED_USE_BUILDING,555000.0,FOR_SALE,BUY_REGULAR,4.0,550.0,0.0,INSTALLED,0,1,1,60.0,1,300.0,550,1.0,0,GOOD
1926,2560,HOUSE,VILLA,785000.0,FOR_SALE,BUY_REGULAR,3.0,380.0,0.0,HYPER_EQUIPPED,0,1,1,60.0,1,600.0,1000,4.0,0,AS_NEW
1927,2490,HOUSE,VILLA,1195000.0,FOR_SALE,BUY_REGULAR,4.0,678.0,0.0,HYPER_EQUIPPED,0,1,1,31.0,1,,1373,4.0,0,AS_NEW
1928,9400,HOUSE,HOUSE,329000.0,FOR_SALE,BUY_REGULAR,3.0,130.0,0.0,HYPER_EQUIPPED,0,0,1,,1,,507,,0,AS_NEW
1929,9400,HOUSE,HOUSE,342200.0,FOR_SALE,BUY_REGULAR,3.0,143.0,0.0,HYPER_EQUIPPED,0,0,1,,1,,562,,0,AS_NEW
1930,4051,HOUSE,HOUSE,80000.0,FOR_SALE,PUBLIC_SALE,2.0,78.0,0.0,INSTALLED,0,0,0,,0,,35,2.0,0,GOOD
1931,4960,HOUSE,HOUSE,284500.0,FOR_SALE,BUY_REGULAR,3.0,,0.0,NOT_INSTALLED,0,0,1,,0,,219,3.0,0,AS_NEW
1932,3940,HOUSE,HOUSE,315000.0,FOR_SALE,BUY_REGULAR,,211.0,0.0,INSTALLED,0,0,1,15.0,1,2.0,1000,4.0,0,TO_BE_DONE_UP
1933,1490,HOUSE,HOUSE,395000.0,FOR_SALE,BUY_REGULAR,4.0,188.0,0.0,INSTALLED,0,0,1,20.0,1,,371,3.0,0,
1934,1490,HOUSE,HOUSE,425000.0,FOR_SALE,BUY_REGULAR,4.0,185.0,0.0,INSTALLED,0,0,1,14.0,1,,1592,3.0,0,
1935,4606,HOUSE,HOUSE,455000.0,FOR_SALE,BUY_REGULAR,3.0,153.0,0.0,USA_HYPER_EQUIPPED,0,0,1,16.0,1,500.0,900,3.0,0,
1936,3120,HOUSE,HOUSE,540000.0,FOR_SALE,BUY_REGULAR,3.0,212.0,0.0,INSTALLED,0,0,1,30.0,1,,467,3.0,0,
1937,1370,HOUSE,HOUSE,850000.0,FOR_SALE,BUY_REGULAR,4.0,375.0,0.0,HYPER_EQUIPPED,0,1,1,30.0,1,7474.0,7474,4.0,0,GOOD
1938,1370,HOUSE,EXCEPTIONAL_PROPERTY,850000.0,FOR_SALE,BUY_REGULAR,4.0,375.0,0.0,HYPER_EQUIPPED,0,1,1,30.0,1,7474.0,7474,4.0,0,GOOD
1939,1200,HOUSE,HOUSE,1030000.0,FOR_SALE,BUY_REGULAR,7.0,345.0,0.0,SEMI_EQUIPPED,0,0,1,20.0,0,,182,2.0,0,GOOD
1940,4500,HOUSE,HOUSE,210000.0,FOR_SALE,BUY_REGULAR,2.0,114.0,0.0,INSTALLED,0,0,1,,1,413.0,483,4.0,0,AS_NEW
1941,8830,HOUSE,HOUSE,245000.0,FOR_SALE,BUY_REGULAR,3.0,131.0,0.0,INSTALLED,0,0,1,,1,1.0,672,,0,GOOD
1942,8830,HOUSE,VILLA,375000.0,FOR_SALE,BUY_REGULAR,5.0,221.0,0.0,SEMI_EQUIPPED,0,0,1,,1,1.0,1613,,0,TO_BE_DONE_UP
1943,1180,HOUSE,HOUSE,449000.0,FOR_SALE,BUY_REGULAR,3.0,151.0,0.0,SEMI_EQUIPPED,0,0,1,11.0,1,155.0,233,2.0,0,TO_RENOVATE
1944,7782,HOUSE,FARMHOUSE,600000.0,FOR_SALE,BUY_REGULAR,4.0,300.0,0.0,INSTALLED,0,0,1,,1,5914.0,6314,,0,GOOD
1945,6240,HOUSE,HOUSE,125000.0,FOR_SALE,BUY_REGULAR,1.0,84.0,0.0,INSTALLED,0,0,0,,0,,137,2.0,0,TO_BE_DONE_UP
1946,9120,HOUSE,HOUSE,479000.0,FOR_SALE,BUY_REGULAR,3.0,180.0,0.0,HYPER_EQUIPPED,0,1,1,28.0,1,1.0,900,4.0,0,AS_NEW
1947,3400,HOUSE,HOUSE,195000.0,FOR_SALE,BUY_REGULAR,2.0,130.0,0.0,INSTALLED,0,0,1,7.0,0,,99,3.0,0,GOOD
1948,9450,HOUSE,HOUSE,329000.0,FOR_SALE,BUY_REGULAR,4.0,185.0,0.0,HYPER_EQUIPPED,0,0,1,,1,,546,,0,AS_NEW
1949,4800,HOUSE,VILLA,365000.0,FOR_SALE,BUY_REGULAR,6.0,260.0,0.0,INSTALLED,0,1,0,,1,860.0,990,6.0,0,GOOD
1950,8000,HOUSE,VILLA,439000.0,FOR_SALE,BUY_REGULAR,3.0,185.0,0.0,INSTALLED,0,0,1,,1,,471,4.0,0,GOOD
1951,1970,HOUSE,APARTMENT_BLOCK,450000.0,FOR_SALE,BUY_REGULAR,2.0,165.0,0.0,SEMI_EQUIPPED,0,0,1,,1,160.0,230,2.0,0,TO_BE_DONE_UP
1952,1410,HOUSE,HOUSE,625000.0,FOR_SALE,BUY_REGULAR,4.0,200.0,0.0,SEMI_EQUIPPED,0,0,1,,1,903.0,1003,4.0,0,TO_RENOVATE
1953,1180,HOUSE,VILLA,3500000.0,FOR_SALE,BUY_REGULAR,9.0,450.0,0.0,INSTALLED,0,0,1,,0,,2175,4.0,0,GOOD
1954,4400,HOUSE,HOUSE,299000.0,FOR_SALE,BUY_REGULAR,3.0,152.0,0.0,INSTALLED,0,1,1,74.0,1,3014.0,3014,4.0,0,GOOD
1955,3700,HOUSE,HOUSE,315000.0,FOR_SALE,BUY_REGULAR,3.0,120.0,0.0,HYPER_EQUIPPED,0,0,1,,0,,246,3.0,0,AS_NEW
1956,2220,HOUSE,HOUSE,369000.0,FOR_SALE,BUY_REGULAR,4.0,180.0,0.0,INSTALLED,0,0,0,,1,315.0,463,3.0,0,
1957,1560,HOUSE,BUNGALOW,520000.0,FOR_SALE,BUY_REGULAR,2.0,152.0,0.0,SEMI_EQUIPPED,0,0,1,,0,,1049,4.0,0,GOOD
1958,1410,HOUSE,VILLA,1090000.0,FOR_SALE,BUY_REGULAR,5.0,407.0,0.0,HYPER_EQUIPPED,0,0,1,45.0,0,,775,4.0,0,AS_NEW
1959,1390,HOUSE,VILLA,1500000.0,FOR_SALE,BUY_REGULAR,4.0,550.0,,,0,1,0,,0,,1850,4.0,1,GOOD
1960,8953,HOUSE,HOUSE,219000.0,FOR_SALE,BUY_REGULAR,3.0,123.0,0.0,HYPER_EQUIPPED,0,0,1,,1,457.0,625,,0,GOOD
1961,9470,HOUSE,BUNGALOW,349000.0,FOR_SALE,BUY_REGULAR,2.0,206.0,0.0,HYPER_EQUIPPED,0,0,1,26.0,1,215.0,400,4.0,0,GOOD
1962,8740,HOUSE,HOUSE,379000.0,FOR_SALE,BUY_REGULAR,3.0,253.0,0.0,HYPER_EQUIPPED,0,0,1,,0,,596,,0,AS_NEW
1963,8490,HOUSE,HOUSE,449000.0,FOR_SALE,BUY_REGULAR,2.0,114.0,0.0,INSTALLED,0,0,1,25.0,1,800.0,1110,3.0,0,GOOD
1964,8650,HOUSE,HOUSE,99000.0,FOR_SALE,BUY_REGULAR,1.0,72.0,0.0,SEMI_EQUIPPED,0,0,0,,1,,310,,0,GOOD
1965,6940,HOUSE,HOUSE,369000.0,FOR_SALE,BUY_REGULAR,4.0,232.0,0.0,INSTALLED,0,0,1,40.0,1,1150.0,1150,4.0,0,AS_NEW
1966,4430,HOUSE,MANSION,375000.0,FOR_SALE,BUY_REGULAR,5.0,475.0,0.0,INSTALLED,0,1,0,,0,,178,3.0,0,AS_NEW
1967,7700,HOUSE,HOUSE,290000.0,FOR_SALE,BUY_REGULAR,2.0,142.0,0.0,SEMI_EQUIPPED,0,0,0,,0,,775,4.0,0,TO_RENOVATE
1968,2950,HOUSE,HOUSE,555000.0,FOR_SALE,BUY_REGULAR,4.0,220.0,0.0,INSTALLED,0,0,1,38.0,1,371.0,489,,0,GOOD
1969,4550,HOUSE,HOUSE,,FOR_SALE,LIFE_ANNUITY,3.0,140.0,0.0,INSTALLED,0,0,1,,0,,1020,3.0,0,GOOD
1970,8660,HOUSE,HOUSE,,FOR_SALE,LIFE_ANNUITY,2.0,184.0,0.0,INSTALLED,0,1,0,,0,,505,3.0,0,GOOD
1971,8660,HOUSE,EXCEPTIONAL_PROPERTY,,FOR_SALE,LIFE_ANNUITY,2.0,184.0,0.0,INSTALLED,0,1,0,,0,,505,3.0,0,GOOD
1972,8660,HOUSE,COUNTRY_COTTAGE,,FOR_SALE,LIFE_ANNUITY,2.0,184.0,0.0,INSTALLED,0,1,0,,0,,505,3.0,0,GOOD
1973,4520,HOUSE,HOUSE,79500.0,FOR_SALE,BUY_REGULAR,2.0,,0.0,SEMI_EQUIPPED,0,0,0,,0,,162,3.0,0,TO_RENOVATE
1974,6200,HOUSE,HOUSE,80000.0,FOR_SALE,BUY_REGULAR,2.0,85.0,0.0,SEMI_EQUIPPED,0,0,0,,1,35.0,150,2.0,0,TO_BE_DONE_UP
1975,6040,HOUSE,MIXED_USE_BUILDING,99900.0,FOR_SALE,BUY_REGULAR,4.0,229.0,0.0,NOT_INSTALLED,0,0,1,100.0,0,,340,2.0,0,TO_RENOVATE
1976,6020,HOUSE,HOUSE,109900.0,FOR_SALE,BUY_REGULAR,2.0,125.0,0.0,SEMI_EQUIPPED,0,0,1,10.0,0,,80,3.0,0,GOOD
1977,1350,HOUSE,HOUSE,115000.0,FOR_SALE,BUY_REGULAR,1.0,50.0,0.0,SEMI_EQUIPPED,0,0,1,,0,,43,2.0,0,GOOD
1978,6200,HOUSE,HOUSE,119900.0,FOR_SALE,BUY_REGULAR,2.0,90.0,0.0,INSTALLED,0,0,1,9.0,0,,67,3.0,0,GOOD
1979,6769,HOUSE,HOUSE,122000.0,FOR_SALE,BUY_REGULAR,3.0,241.0,0.0,NOT_INSTALLED,0,0,1,,0,,755,3.0,0,TO_RENOVATE
1980,6250,HOUSE,HOUSE,125000.0,FOR_SALE,BUY_REGULAR,3.0,110.0,0.0,NOT_INSTALLED,0,0,0,,1,250.0,378,3.0,0,TO_RENOVATE
1981,6180,HOUSE,HOUSE,126900.0,FOR_SALE,BUY_REGULAR,3.0,145.0,0.0,INSTALLED,0,0,1,20.0,1,350.0,410,3.0,0,TO_BE_DONE_UP
1982,4020,HOUSE,HOUSE,130000.0,FOR_SALE,PUBLIC_SALE,4.0,199.0,0.0,INSTALLED,0,0,0,,1,264.0,347,3.0,0,TO_RENOVATE
1983,6150,HOUSE,HOUSE,130000.0,FOR_SALE,BUY_REGULAR,2.0,90.0,0.0,INSTALLED,0,0,1,18.0,1,47.0,130,2.0,0,GOOD
1984,6800,HOUSE,HOUSE,135000.0,FOR_SALE,BUY_REGULAR,2.0,136.0,0.0,NOT_INSTALLED,0,0,0,,0,,178,2.0,0,TO_RENOVATE
1985,6060,HOUSE,HOUSE,140000.0,FOR_SALE,BUY_REGULAR,3.0,227.0,0.0,INSTALLED,0,0,1,20.0,1,50.0,143,3.0,0,GOOD
1986,6856,HOUSE,HOUSE,140000.0,FOR_SALE,PUBLIC_SALE,4.0,202.0,0.0,NOT_INSTALLED,0,0,0,,0,,657,4.0,0,GOOD
1987,7390,HOUSE,HOUSE,142500.0,FOR_SALE,BUY_REGULAR,4.0,135.0,0.0,USA_SEMI_EQUIPPED,0,0,1,30.0,0,,160,2.0,0,GOOD
1988,6020,HOUSE,HOUSE,144900.0,FOR_SALE,BUY_REGULAR,3.0,160.0,0.0,SEMI_EQUIPPED,0,0,1,20.0,1,150.0,370,3.0,0,TO_BE_DONE_UP
1989,7390,HOUSE,HOUSE,147500.0,FOR_SALE,BUY_REGULAR,2.0,125.0,0.0,HYPER_EQUIPPED,0,0,1,35.0,1,25.0,151,2.0,0,AS_NEW
1990,4500,HOUSE,MIXED_USE_BUILDING,149000.0,FOR_SALE,BUY_REGULAR,2.0,134.0,0.0,SEMI_EQUIPPED,0,0,1,6.0,0,,0,2.0,0,JUST_RENOVATED
1991,4500,HOUSE,HOUSE,149000.0,FOR_SALE,BUY_REGULAR,2.0,134.0,0.0,SEMI_EQUIPPED,0,0,1,6.0,0,,0,2.0,0,JUST_RENOVATED
1992,4101,HOUSE,HOUSE,149900.0,FOR_SALE,BUY_REGULAR,2.0,158.0,0.0,SEMI_EQUIPPED,0,0,0,,1,200.0,0,3.0,0,GOOD
1993,6041,HOUSE,APARTMENT_BLOCK,149900.0,FOR_SALE,BUY_REGULAR,4.0,125.0,0.0,INSTALLED,1,0,0,,0,,60,3.0,0,TO_BE_DONE_UP
1994,6230,HOUSE,HOUSE,149900.0,FOR_SALE,BUY_REGULAR,2.0,125.0,0.0,INSTALLED,0,0,1,53.0,1,140.0,240,2.0,0,GOOD
1995,7370,HOUSE,HOUSE,152500.0,FOR_SALE,BUY_REGULAR,2.0,125.0,0.0,INSTALLED,0,0,1,25.0,1,275.0,342,4.0,0,GOOD
1996,4100,HOUSE,HOUSE,155000.0,FOR_SALE,BUY_REGULAR,2.0,80.0,0.0,INSTALLED,0,0,1,16.0,1,160.0,251,2.0,0,TO_BE_DONE_UP
1997,7134,HOUSE,HOUSE,161000.0,FOR_SALE,BUY_REGULAR,2.0,175.0,0.0,SEMI_EQUIPPED,0,0,0,,0,,200,2.0,0,TO_BE_DONE_UP
1998,9280,HOUSE,HOUSE,169000.0,FOR_SALE,BUY_REGULAR,2.0,140.0,0.0,SEMI_EQUIPPED,0,1,1,10.0,0,,63,2.0,0,GOOD
1999,9600,HOUSE,HOUSE,169500.0,FOR_SALE,BUY_REGULAR,2.0,90.0,,,0,0,1,,0,,120,,0,
2000,5190,HOUSE,HOUSE,170000.0,FOR_SALE,BUY_REGULAR,3.0,115.0,0.0,INSTALLED,0,0,0,,0,,226,2.0,0,GOOD
2001,4300,HOUSE,APARTMENT_BLOCK,179000.0,FOR_SALE,BUY_REGULAR,2.0,108.0,0.0,SEMI_EQUIPPED,0,0,0,,0,,60,2.0,0,TO_BE_DONE_UP
2002,6001,HOUSE,HOUSE,179000.0,FOR_SALE,BUY_REGULAR,3.0,145.0,0.0,SEMI_EQUIPPED,0,0,1,,0,,241,2.0,0,GOOD
2003,5580,HOUSE,HOUSE,180000.0,FOR_SALE,BUY_REGULAR,4.0,187.0,0.0,INSTALLED,0,1,0,,1,615.0,802,2.0,0,GOOD
2004,6224,HOUSE,HOUSE,180000.0,FOR_SALE,BUY_REGULAR,5.0,157.0,0.0,SEMI_EQUIPPED,0,0,1,17.0,1,535.0,650,2.0,0,TO_RENOVATE
